,Position,Track Name,Artist,Streams,URL,date
161,162,No Brainer,DJ Khaled,47725,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8,2018-11-25
162,163,Break Free,Ariana Grande,47692,https://open.spotify.com/track/3emCzvUm5FsQnofdNQL73a,2018-11-25
163,164,Euphoria,BTS,47527,https://open.spotify.com/track/3p6hnejEQYXkiTO1lAzVc0,2018-11-25
164,165,I'm Fine,BTS,47374,https://open.spotify.com/track/0EQMrxdeiBhry9JCxskko3,2018-11-25
165,166,Sorry,Justin Bieber,47218,https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF,2018-11-25
166,167,NAO,HY,47123,https://open.spotify.com/track/2PeCrMLUayMPZnLZPkJxOJ,2018-11-25
167,168,Love Love Love,DREAMS COME TRUE,47119,https://open.spotify.com/track/1tcEqPHAQCOKIHwUMQ2POT,2018-11-25
168,169,We Don't Talk Anymore,Charlie Puth,46980,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,2018-11-25
169,170,キミシダイ列車,ONE OK ROCK,46801,https://open.spotify.com/track/0a5rZP8sYdlvBRVmcNovyC,2018-11-25
170,171,Silent Majority,Keyakizaka46,46387,https://open.spotify.com/track/7b7U8EnH4gB3a9qphGYVoj,2018-11-25
171,172,What Lovers Do,Maroon 5,46334,https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g,2018-11-25
172,173,Clock Strikes,ONE OK ROCK,46230,https://open.spotify.com/track/30CenAPBR2VmH91r4Um32b,2018-11-25
173,174,アイネクライネ,Kiyoe Yoshioka,46132,https://open.spotify.com/track/6tLmupAPzyJhB6WrpDFMLZ,2018-11-25
174,175,Let Me Love You,DJ Snake,45881,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU,2018-11-25
175,176,Youngblood,5 Seconds of Summer,45859,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2018-11-25
176,177,See You Again (feat. Charlie Puth),Wiz Khalifa,45641,https://open.spotify.com/track/2JzZzZUQj3Qff7wapcbKjc,2018-11-25
177,178,Havana (feat. Young Thug),Camila Cabello,45537,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2018-11-25
178,179,Bad Liar,Imagine Dragons,45292,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2018-11-25
179,180,Sobakasu,JUDY AND MARY,45165,https://open.spotify.com/track/6YtmVjtDWDbac5tcto0BAn,2018-11-25
180,181,Into You,Ariana Grande,45163,https://open.spotify.com/track/2meEiZKWkiN28gITzFwQo5,2018-11-25
181,182,ひまわりの約束,Motohiro Hata,45154,https://open.spotify.com/track/315z5bDr8oJ0OAxD3jQZmH,2018-11-25
182,183,Gorgeous,Taylor Swift,45033,https://open.spotify.com/track/1ZY1PqizIl78geGM4xWlEA,2018-11-25
183,184,たしかなこと,ayaka,44937,https://open.spotify.com/track/2QvLlmXqx0IbWehDdA2hrx,2018-11-25
184,185,Polaroid,Jonas Blue,44796,https://open.spotify.com/track/6XqvFyJGdUD5IWee02ARKU,2018-11-25
185,186,Hammer To Fall - Live Aid,Queen,44734,https://open.spotify.com/track/5ekobRVHvm435Eipr1StAg,2018-11-25
186,187,Last Christmas,Wham!,44675,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78,2018-11-25
187,188,そばにいるね,Thelma Aoyama,44537,https://open.spotify.com/track/3TTTu92boD1Tqa4cuH0Hxx,2018-11-25
188,189,I Love You,EXID,44439,https://open.spotify.com/track/7n2HVHWqFsyAOs5HqmE1Dl,2018-11-25
189,190,First Love,Hikaru Utada,44431,https://open.spotify.com/track/39HrUxcvKF3jtLz7fUDWXc,2018-11-25
190,191,Love Yourself,Justin Bieber,44311,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0,2018-11-25
191,192,Blood Sweat & Tears,BTS,44227,https://open.spotify.com/track/5RGf8qn1TBWVplLyyKUsuV,2018-11-25
192,193,Love Of My Life - Remastered 2011,Queen,44160,https://open.spotify.com/track/4YJUTdZ0Pgl0ZeNyHYXeLd,2018-11-25
193,194,SICKO MODE,Travis Scott,44107,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2018-11-25
194,195,Influencer,Nogizaka46,44055,https://open.spotify.com/track/5ofnFjLvOgZP94zmDXi3HT,2018-11-25
195,196,ドグマン,Gesu No Kiwami Otome,44048,https://open.spotify.com/track/3rQY17nivv8jZ9alARtfs3,2018-11-25
196,197,Dream,Shota Shimizu,43886,https://open.spotify.com/track/6PO8T4qt3FHfauSs98zO9j,2018-11-25
197,198,TT - Japanese ver.,TWICE,43789,https://open.spotify.com/track/0PAyiPTz8gL0udQnSasc5G,2018-11-25
198,199,if...,DA PUMP,43645,https://open.spotify.com/track/78LQTUp1f8APWgFNZNOD5y,2018-11-25
199,200,さくら,Ketsumeishi,43508,https://open.spotify.com/track/5rfUCmoI7axj6mjpu1Rto5,2018-11-25
0,1,今夜このまま,Aimyon,313325,https://open.spotify.com/track/0sSG83UxY15ft1E2N9THYF,2018-12-02
1,2,Stand Out Fit In,ONE OK ROCK,258717,https://open.spotify.com/track/1vVm7saDXHk99SU5BFUDpp,2018-12-02
2,3,"thank u, next",Ariana Grande,221353,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,2018-12-02
3,4,All I Want for Christmas Is You,Mariah Carey,211915,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,2018-12-02
4,5,Bohemian Rhapsody - 2011 Mix,Queen,211588,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,2018-12-02
5,6,マリーゴールド,Aimyon,186485,https://open.spotify.com/track/0jWVUKsIoyo3zw64RaEWYg,2018-12-02
6,7,YES or YES,TWICE,181371,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP,2018-12-02
7,8,君はロックを聴かない,Aimyon,177569,https://open.spotify.com/track/59eluCMn0XbOWqeWQ91FTM,2018-12-02
8,9,U.S.A.,DA PUMP,171620,https://open.spotify.com/track/4qZyuyqLoZ3CaH79rGvJFR,2018-12-02
9,10,打上花火,DAOKO×米津玄師,162378,https://open.spotify.com/track/4IouQaO9GkaHC7AtMErdSa,2018-12-02
10,11,Santa Tell Me,Ariana Grande,160777,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,2018-12-02
11,12,HANABI,Mr.Children,156952,https://open.spotify.com/track/77lmDcPPyY6kK907gdgC6i,2018-12-02
12,13,愛を伝えたいだとか,Aimyon,155806,https://open.spotify.com/track/0N8Xztr4pBHJ7V0moJWhbO,2018-12-02
13,14,Somebody To Love - 2011 Mix,Queen,152219,https://open.spotify.com/track/6cFZ4PLC19taNlpl9pbGMf,2018-12-02
14,15,Stand By You,Official HIGE DANdism,144065,https://open.spotify.com/track/0XvOvUbvflmXxU8yqnF8Cp,2018-12-02
15,16,Shape of You,Ed Sheeran,142627,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2018-12-02
16,17,Another One Bites The Dust - Remastered 2011,Queen,138123,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,2018-12-02
17,18,Kaerimichiwa Toomawarishitakunaru,Nogizaka46,132846,https://open.spotify.com/track/08XBLK5BlN5ZBLukMO49jy,2018-12-02
18,19,小さな恋のうた,MONGOL800,131357,https://open.spotify.com/track/7swIKcU4tFRk4iFJpi12Fg,2018-12-02
19,20,愛をこめて花束を,Superfly,131343,https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ,2018-12-02
20,21,ワタリドリ,[Alexandros],129665,https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o,2018-12-02
21,22,We Will Rock You - Remastered,Queen,129492,https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn,2018-12-02
22,23,Killer Queen - 2011 Mix,Queen,126202,https://open.spotify.com/track/7GqWnsKhMtEW0nzki5o0d8,2018-12-02
23,24,まっしろ,Vickeblanka,124512,https://open.spotify.com/track/2PwOOgg8PavBNIWsPLIkr3,2018-12-02
24,25,恋音と雨空,AAA,119668,https://open.spotify.com/track/46gSY0U7ZZCmd7EuJuo15N,2018-12-02
25,26,Change,ONE OK ROCK,117780,https://open.spotify.com/track/6KBj27Bko8gh71gpx0PzIG,2018-12-02
26,27,Symphony (feat. Zara Larsson),Clean Bandit,117780,https://open.spotify.com/track/72gv4zhNvRVdQA0eOenCal,2018-12-02
27,28,Don't Stop Me Now - 2011 Mix,Queen,115969,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,2018-12-02
28,29,Under Pressure - Remastered,Queen,114945,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,2018-12-02
29,30,Ainokatachi (feat. HIDE (GReeeeN)),MISIA,112912,https://open.spotify.com/track/3YO08EfyAkr3WEba4xmWkS,2018-12-02
30,31,Wherever you are,ONE OK ROCK,112877,https://open.spotify.com/track/0YAMQSmHk6BSUGTYpaoqTJ,2018-12-02
31,32,貴方解剖純愛歌〜死ね〜,Aimyon,110321,https://open.spotify.com/track/2H3bOGOE50qEo5wAYoJiwL,2018-12-02
32,33,Story,AI,107438,https://open.spotify.com/track/0V2axJ946WH1vt9t5SGMLV,2018-12-02
33,34,Waste It On Me (feat. BTS),Steve Aoki,105682,https://open.spotify.com/track/2J0X46UkpfLlWbuCXFgDLr,2018-12-02
34,35,新宝島,Sakanaction,102780,https://open.spotify.com/track/6ODZT1FGTE2q4two05giS1,2018-12-02
35,36,366日,HY,101397,https://open.spotify.com/track/22aZD7yaGYfhgCYazL4nbc,2018-12-02
36,37,生きていたんだよな,Aimyon,101228,https://open.spotify.com/track/69jrtjVjyzRyPCDg0dHYCX,2018-12-02
37,38,Last Christmas,Wham!,100866,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78,2018-12-02
38,39,HONEY,RIRI,99678,https://open.spotify.com/track/2zfp0uBgIDwdNZyK1aRyy6,2018-12-02
39,40,My Boo,Shota Shimizu,99254,https://open.spotify.com/track/2gasr6aemUqZIBBN05EO03,2018-12-02
40,41,ハナミズキ,Yo Hitoto,98960,https://open.spotify.com/track/4PqDkR6YM80Sy590Qsy6mm,2018-12-02
41,42,Happier,Marshmello,98902,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2018-12-02
42,43,キセキ,GReeeeN,97722,https://open.spotify.com/track/7ztdl6cnbJgHRdMkKldkts,2018-12-02
43,44,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,96851,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2018-12-02
44,45,どんなときも。,Noriyuki Makihara,96398,https://open.spotify.com/track/4feDzcxtXRU8clyOluco5Y,2018-12-02
45,46,愛唄,GReeeeN,93065,https://open.spotify.com/track/7iXHLtPosbHvglVSJ4rxLq,2018-12-02
46,47,アルペジオ,[Alexandros],92834,https://open.spotify.com/track/1RI9DeYuc16mTzr94zGjfC,2018-12-02
47,48,Underneath the Tree,Kelly Clarkson,90935,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5,2018-12-02
48,49,青と夏,Mrs. GREEN APPLE,87993,https://open.spotify.com/track/0a3587n25Xhw098UeEbeJq,2018-12-02
49,50,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,84013,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8,2018-12-02
50,51,鱗(うろこ),Motohiro Hata,82792,https://open.spotify.com/track/4IubwxgmXeZtDtYjTaT9gN,2018-12-02
51,52,Mistletoe,Justin Bieber,82082,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA,2018-12-02
52,53,Kiss and Make Up,Dua Lipa,79083,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,2018-12-02
53,54,What is Love?,TWICE,79015,https://open.spotify.com/track/5Ek40FyMPprcvtyZDjqylX,2018-12-02
54,55,no tears left to cry,Ariana Grande,78840,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,2018-12-02
55,56,The Beginning,ONE OK ROCK,78183,https://open.spotify.com/track/4f3nDjgqXurMryYBSp0TZD,2018-12-02
56,57,奏(かなで),Sukima Switch,77920,https://open.spotify.com/track/5RbMlPFL4gVyEHW2lEOuzG,2018-12-02
57,58,"Too Proud (feat. XZT, Suboi & EK) - L1 Remix",Hikaru Utada,77641,https://open.spotify.com/track/1j0gnUsr5Txd8Oq4wbzlRg,2018-12-02
58,59,Without Me,Halsey,77516,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2018-12-02
59,60,Illumination,SEKAI NO OWARI,77242,https://open.spotify.com/track/3e9PBNxsJtjf7U2S2YEux5,2018-12-02
60,61,Stay,Zedd,77208,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo,2018-12-02
61,62,花束を君に,Hikaru Utada,76934,https://open.spotify.com/track/31yv1hR9gw1WSEmtqsaZbD,2018-12-02
62,63,Closer,The Chainsmokers,76368,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2018-12-02
63,64,innocent world,Mr.Children,75630,https://open.spotify.com/track/70xcWRujaf34LOu0Vdubtp,2018-12-02
64,65,We Are The Champions - Remastered 2011,Queen,74817,https://open.spotify.com/track/1lCRw5FEZ1gPDNPzy1K4zW,2018-12-02
65,66,2002,Anne-Marie,73771,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2018-12-02
66,67,獣ゆく細道,Sheena Ringo,73681,https://open.spotify.com/track/3UJIq4L2TI6vdKyW0ed0e4,2018-12-02
67,68,満月の夜なら,Aimyon,73038,https://open.spotify.com/track/6UrocZrUx9Nb490ACF5UBP,2018-12-02
68,69,Have Yourself A Merry Little Christmas,Sam Smith,72646,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K,2018-12-02
69,70,君に届け,flumpool,71839,https://open.spotify.com/track/0kA7SWxWPYqSyIbMl51X5b,2018-12-02
70,71,Sayonara Elegy,Masaki Suda,71479,https://open.spotify.com/track/0QKmcZNAST4GytJYmkN05D,2018-12-02
71,72,Radio Ga Ga - Live Aid,Queen,71106,https://open.spotify.com/track/0YwBZKT8JE4U5TwmYE9BV9,2018-12-02
72,73,Solo (feat. Demi Lovato),Clean Bandit,70869,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,2018-12-02
73,74,SOLO,JENNIE,70634,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj,2018-12-02
74,75,トリコ,Nissy,70523,https://open.spotify.com/track/04vWAqnvToa2v4D4A2yhzH,2018-12-02
75,76,Crazy Little Thing Called Love - Remastered 2011,Queen,70355,https://open.spotify.com/track/6xdLJrVj4vIXwhuG8TMopk,2018-12-02
76,77,Girls Like You (feat. Cardi B),Maroon 5,69435,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2018-12-02
77,78,La Vie en Rose,IZ*ONE,69340,https://open.spotify.com/track/1fRaznZsAB2i63TtmYv2Hc,2018-12-02
78,79,Rise,Jonas Blue,69209,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,2018-12-02
79,80,AM11:00,HY,68905,https://open.spotify.com/track/6YcvfXy4wTvjaIniIBuh30,2018-12-02
80,81,FAKE LOVE,BTS,68392,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo,2018-12-02
81,82,ロビンソン,SPITZ,67394,https://open.spotify.com/track/5YP52gnoypy9H1jg5RIwUW,2018-12-02
82,83,ノーダウト,Official HIGE DANdism,66856,https://open.spotify.com/track/5DMEvbg3gUmiR5HIBWdveV,2018-12-02
83,84,Let You Love Me,Rita Ora,66788,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,2018-12-02
84,85,Dance The Night Away,TWICE,65806,https://open.spotify.com/track/281tmNk46TBQS9ACYMLYyA,2018-12-02
85,86,ふたりの世界,Aimyon,65619,https://open.spotify.com/track/5xJgF12zKoxMqayN8YldLB,2018-12-02
86,87,Rockin' Around The Christmas Tree,Brenda Lee,65217,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,2018-12-02
87,88,MIA (feat. Drake),Bad Bunny,65031,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2018-12-02
88,89,さよならの前に,AAA,64174,https://open.spotify.com/track/7vwXjDrZT2mqiFynlEwwgG,2018-12-02
89,90,The Middle,Zedd,63887,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,2018-12-02
90,91,浪漫飛行,Kome Kome Club,63714,https://open.spotify.com/track/2iQeswvPmr9pAlBjx6Ilyb,2018-12-02
91,92,Home,Shota Shimizu,62164,https://open.spotify.com/track/5PF0IW8iHqOcTWAyRqiDzb,2018-12-02
92,93,Jingle Bell Rock,Bobby Helms,61205,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya,2018-12-02
93,94,Happy Now,Kygo,60886,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4,2018-12-02
94,95,ただ君に晴れ,ヨルシカ,59976,https://open.spotify.com/track/3wJHCry960drNlAUGrJLmz,2018-12-02
95,96,LIKEY,TWICE,59842,https://open.spotify.com/track/4Eb5cLWxKQUoUQaKUYSRgI,2018-12-02
96,97,Wolves,Selena Gomez,59540,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,2018-12-02
97,98,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,59223,https://open.spotify.com/track/6LKYeyLt4G4SlZ6OJwFhVS,2018-12-02
98,99,It's Beginning to Look a Lot like Christmas,Michael Bublé,58959,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI,2018-12-02
99,100,明日以外すべて燃やせ,Tokyo Ska Paradise Orchestra,58845,https://open.spotify.com/track/6iMhii6Uf7TO24LRIl6qxu,2018-12-02
100,101,DNA,BTS,58596,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH,2018-12-02
101,102,Kimi Ga Suki,Shota Shimizu,58159,https://open.spotify.com/track/5Bg0HkfaRYRx8A7tMrjT9Z,2018-12-02
102,103,DIAMONDS (ダイアモンド),Princess Princess,58079,https://open.spotify.com/track/0pfjlc96u3vv2cJkXEnrPC,2018-12-02
103,104,IDOL,BTS,57715,https://open.spotify.com/track/2AIWoHr9DF6y4KALCBKWQS,2018-12-02
104,105,Blizzard,Daichi Miura,57540,https://open.spotify.com/track/7b740cSOAeaW9SWiD1G823,2018-12-02
105,106,Kataomoi,Aimer,57497,https://open.spotify.com/track/6g93YtKKHU2H1qIqhLIL0Y,2018-12-02
106,107,何度でも,DREAMS COME TRUE,57429,https://open.spotify.com/track/6Qq8UOS6QzeSYFUVXC5wEB,2018-12-02
107,108,Better,Khalid,57082,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,2018-12-02
108,109,RAIN,SEKAI NO OWARI,56990,https://open.spotify.com/track/40cPkRjw5aLQIOjaqgUVnB,2018-12-02
109,110,WanteD! WanteD!,Mrs. GREEN APPLE,56705,https://open.spotify.com/track/7M3TZDUNvaNBo0qtWVaZif,2018-12-02
110,111,Tomorrow never knows,Mr.Children,56153,https://open.spotify.com/track/42JrgapwGBuPHG9YKjR6dj,2018-12-02
111,112,Kanzen kankaku Dreamer,ONE OK ROCK,55966,https://open.spotify.com/track/1XT0cpl9g0GuRQJao2nqXd,2018-12-02
112,113,Holly Jolly Christmas,Michael Bublé,55620,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE,2018-12-02
113,114,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,55568,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV,2018-12-02
114,115,DDU-DU DDU-DU - KR Ver.,BLACKPINK,55408,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu,2018-12-02
115,116,We Are The Champions - Live Aid,Queen,55284,https://open.spotify.com/track/4XaG9IpCXklOcuau1sIrUX,2018-12-02
116,117,Something Just Like This,The Chainsmokers,55027,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2018-12-02
117,118,I Want To Break Free - Single Remix,Queen,54935,https://open.spotify.com/track/2AkmdLbVKS1steeZdy8H1l,2018-12-02
118,119,VOICE,Nulbarich,54903,https://open.spotify.com/track/2x5WKlrlVh8yCuQXLw5pSO,2018-12-02
119,120,にじいろ,ayaka,54901,https://open.spotify.com/track/3JrxNi0sQ1Lnx8eGonp3Ma,2018-12-02
120,121,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,54335,https://open.spotify.com/track/2hrUO4drrO63i7FYbCLBl2,2018-12-02
121,122,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,54166,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD,2018-12-02
122,123,We Are,ONE OK ROCK,54084,https://open.spotify.com/track/57sk9X1fPLXRfkw74XNrmK,2018-12-02
123,124,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,54030,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,2018-12-02
124,125,come out and play,Billie Eilish,53942,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4,2018-12-02
125,126,Shake It Off,Taylor Swift,53860,https://open.spotify.com/track/0cqRj7pUJDkTCEsJkx8snD,2018-12-02
126,127,Happy Xmas (War Is Over) - Remastered,John Lennon,53857,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy,2018-12-02
127,128,Love Of My Life - Remastered 2011,Queen,53334,https://open.spotify.com/track/4YJUTdZ0Pgl0ZeNyHYXeLd,2018-12-02
128,129,漂白,Aimyon,53188,https://open.spotify.com/track/5lP7oqYYLpIhUv33KdS4HX,2018-12-02
129,130,The Show Must Go On - 2011 Mix,Queen,53108,https://open.spotify.com/track/5n6RDaGFSN88oRWuGtYAIN,2018-12-02
130,131,光榮之橋,Yuzu,52769,https://open.spotify.com/track/5KaplUYIDvsFe69z7UArVt,2018-12-02
131,132,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,52627,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,2018-12-02
132,133,Sugar,Maroon 5,52493,https://open.spotify.com/track/0ljEFYEFuqspdPCWn75FPP,2018-12-02
133,134,Wake Me Up,Avicii,52428,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD,2018-12-02
134,135,楓,SPITZ,52338,https://open.spotify.com/track/73xYYths9kvmFvYsd9gC9Z,2018-12-02
135,136,Do They Know It's Christmas? - 1984 Version,Band Aid,51970,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf,2018-12-02
136,137,Sign,Mr.Children,51809,https://open.spotify.com/track/4Qoy76tEOBaCEvuydNQ2ep,2018-12-02
137,138,One Last Time,Ariana Grande,51552,https://open.spotify.com/track/1CAksvEO6oRHd9bBKWAfuY,2018-12-02
138,139,Ay-Oh - Live Aid,Queen,51473,https://open.spotify.com/track/6Fl9MoM9BDk6vwbHqBBZeK,2018-12-02
139,140,I LOVE YOU,Chris Hart,51234,https://open.spotify.com/track/0mf82mK5aeZm4vN9HM2InQ,2018-12-02
140,141,Answer,Taichi Mukai,51234,https://open.spotify.com/track/1LmWHAYxzwCHBUeS7V33As,2018-12-02
141,142,Kimiga Kureta Natsu,Leo Ieiri,51170,https://open.spotify.com/track/4bK6qPvD4xB8npRkZa1a55,2018-12-02
142,143,"Baby, It's Cold Outside",Brett Eldredge,51077,https://open.spotify.com/track/5Q2P43CJra0uRAogjHyJDK,2018-12-02
143,144,Woman Like Me (feat. Nicki Minaj),Little Mix,51061,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED,2018-12-02
144,145,Katharsis,TK from Ling tosite sigure,50911,https://open.spotify.com/track/0PnrdoLqdpScsUTYd06Zb8,2018-12-02
145,146,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,50771,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,2018-12-02
146,147,"Hello,Again~昔からある場所~",My Little Lover,50504,https://open.spotify.com/track/4QXpGTmnWwftsbcSVhBeAm,2018-12-02
147,148,BDZ,TWICE,50435,https://open.spotify.com/track/6ceKChoZYLdw24Ph1CDFUJ,2018-12-02
148,149,みんな空の下,ayaka,50419,https://open.spotify.com/track/5jc5WQlrri3B5MkLByPsuv,2018-12-02
149,150,三月の陽炎,HY,50157,https://open.spotify.com/track/7fYJOWWC3POzPz6x35WIrV,2018-12-02
150,151,New Rules,Dua Lipa,50021,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O,2018-12-02
151,152,Eastside (with Halsey & Khalid),benny blanco,49762,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,2018-12-02
152,153,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,49424,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p,2018-12-02
153,154,壊れかけのRadio,Hideaki Tokunaga,49360,https://open.spotify.com/track/6ddbslC9nFUFgscup9R2j3,2018-12-02
154,155,Silent Majority,Keyakizaka46,48993,https://open.spotify.com/track/7b7U8EnH4gB3a9qphGYVoj,2018-12-02
155,156,チェリー,SPITZ,48902,https://open.spotify.com/track/5Tj1wsJ6wE3Mf1MD0uKGnu,2018-12-02
156,157,NAO,HY,48433,https://open.spotify.com/track/2PeCrMLUayMPZnLZPkJxOJ,2018-12-02
157,158,Synchronicity,Nogizaka46,48424,https://open.spotify.com/track/77m6PiiPEQGUxjNELzMyiF,2018-12-02
158,159,プラネタリウム,Ai Otsuka,48399,https://open.spotify.com/track/3zfyzbHuqcT2AAffAyLm02,2018-12-02
159,160,シーソーゲーム~勇敢な恋の歌~,Mr.Children,48379,https://open.spotify.com/track/20VGCJzkwHCgchhy5JwKq1,2018-12-02
160,161,Hana,ORANGE RANGE,48309,https://open.spotify.com/track/6DE61O4fNPiBAQWzldBnbv,2018-12-02
161,162,Heart Shaker,TWICE,47958,https://open.spotify.com/track/6gxF4ibm6S95UUC6vyIiln,2018-12-02
162,163,Choucho Musubi,Aimer,47666,https://open.spotify.com/track/6Flllj0iIJPwXUpxL9KdxC,2018-12-02
163,164,マトリョーシカ,Aimyon,47561,https://open.spotify.com/track/4E88SLBhlKjBh2cpIHrYso,2018-12-02
164,165,Hammer To Fall - Live Aid,Queen,47524,https://open.spotify.com/track/5ekobRVHvm435Eipr1StAg,2018-12-02
165,166,Ambivalent,Keyakizaka46,47314,https://open.spotify.com/track/3pA7Zp3qRuAJOy7AqV7zcH,2018-12-02
166,167,Jingle Bell Rock (Glee Cast Version),Glee Cast,47293,https://open.spotify.com/track/77GcYr9JP6uvJM0kPa6Nzk,2018-12-02
167,168,What Do You Mean?,Justin Bieber,47054,https://open.spotify.com/track/4B0JvthVoAAuygILe3n4Bs,2018-12-02
168,169,if...,DA PUMP,47008,https://open.spotify.com/track/78LQTUp1f8APWgFNZNOD5y,2018-12-02
169,170,Break Free,Ariana Grande,46964,https://open.spotify.com/track/3emCzvUm5FsQnofdNQL73a,2018-12-02
170,171,Baby (feat. MARINA & Luis Fonsi),Clean Bandit,46957,https://open.spotify.com/track/5XWCc9wQes7X5uyYH9h5JR,2018-12-02
171,172,Ruin My Life,Zara Larsson,46830,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,2018-12-02
172,173,RBB (Really Bad Boy),Red Velvet,46532,https://open.spotify.com/track/4xjVP2Vogo0C72o6Nevq0W,2018-12-02
173,174,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,46489,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM,2018-12-02
174,175,Pieces of a Dream,CHEMISTRY,46417,https://open.spotify.com/track/6CQ5WvprBENUd53lv9UzAh,2018-12-02
175,176,たしかなこと,ayaka,46410,https://open.spotify.com/track/2QvLlmXqx0IbWehDdA2hrx,2018-12-02
